Close,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,PE_Ratio,ROE,EPS,Revenue,NetIncome,Revenue_to_NetIncome,RSI,MACD,MACD_Signal,MACD_Hist,SMA_50,EMA_50,StdDev_20,ATR_14,Month,Year,Upcoming_Earnings
72.53850555419922,72.59888386623527,71.29229630932706,71.54588227171874,135480400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.0,0.0,0.0,,72.53850555419922,,,1,2020,
71.83329010009766,72.59405542623057,71.60868452797844,71.76566667933918,146322800,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,-0.05625650346109978,-0.011251300692219957,-0.04500520276887983,,72.51085004619524,,,1,2020,
72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,-0.05403045494031744,-0.019807131541839457,-0.03422332339847799,,72.50672564420367,,,1,2020,
72.06514739990234,72.67134068922641,71.84536944211234,72.41533721540509,108872000,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,-0.0788354860264775,-0.03161280243876707,-0.04722268358771043,,72.4894088503095,,,1,2020,
73.22441101074219,73.52630260685811,71.76808624589498,71.76808624589498,132079200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,-0.004894347852896885,-0.02626911152159303,0.021374763668696145,,72.51823246444413,,,1,2020,
74.77977752685547,74.97298525297698,73.95138852976605,74.20255709964356,170108400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.17716734115084876,0.014418179012895329,0.16274916213795343,,72.60692050610731,,,1,2020,
74.94882202148438,75.51396965111952,74.44647758118805,75.01403533204297,140644800,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.331274295455799,0.07778940230147606,0.25348489315432293,,72.69875978122015,,,1,2020,
76.55006408691406,76.57663438619578,75.14687220956256,75.265218754796,121532000,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.5759725663505861,0.1774260351112981,0.39854653123928807,,72.84979132261991,,,1,2020,
75.51634979248047,76.69735294372674,75.39318306552475,76.4872376273451,161954400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.6786624067680407,0.2776733094426466,0.40098909732539406,,72.9543622430066,,,1,2020,
75.19273376464844,76.19742976100052,74.76042298692015,75.31590787968373,121923600,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.7255678418347884,0.367252215921075,0.3583156259137134,,73.0421415183651,,,1,2020,
76.13465118408203,76.24575261001203,75.37388575466262,75.73615570871007,108829200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.8291872464506298,0.459639222026986,0.3695480244236438,,73.16341640721674,,,1,2020,
76.97752380371094,76.97993392443253,76.07667669301796,76.38339587903954,137816400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,0.968158815206067,0.5613431406628022,0.4068156745432647,,73.31298924629495,,,1,2020,
76.45587921142578,77.04758246753113,76.31821483981187,76.60561630178384,110843200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,1.0243938509979102,0.6539532827298239,0.37044056826808636,,73.43623983316283,,,1,2020,
76.72877502441406,77.28183515069573,76.63458130371416,76.94130052804331,101832400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,,1.0785481022869021,0.7388722466412396,0.3396758556456625,,73.56535886027072,,,1,2020,
77.09829711914062,77.17799326899588,76.23367533614605,76.78191527056143,104472000,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,71.90262973308344,1.1381630462973504,0.8187304065724619,0.31943263972488856,,73.70390545865777,,1.2108457201967522,1,2020,
76.87608337402344,78.08847725706723,76.68528583944577,77.34461967692074,146537600,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,75.40134860201483,1.1541729396147389,0.8858189131809173,0.26835402643382156,,73.82830459259368,,1.240690043008847,1,2020,
74.61555480957031,75.29661687677816,73.63259367483472,74.88363109882397,161940000,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,59.513544795801664,0.9732362703815056,0.9033023846210351,0.06993388576047055,,73.85917715012218,,1.3479886879046146,1,2020,
76.72636413574219,76.89783652233591,75.39804092914581,75.49706227081296,162234000,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,67.41254468171456,0.9887694100172553,0.9203957897002791,0.06837362031697614,,73.97161585544062,,1.4520108640225808,1,2020,
78.33240509033203,79.18011893979981,77.61752794800897,78.35897537992071,216229200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,68.46517179809511,1.1177884484453955,0.9598743214493024,0.15791412699609308,,74.14262719798538,,1.501692181386473,1,2020,
78.21891784667969,78.27205107194843,76.98237082631806,77.4146817332591,126743200,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,63.87919870584997,1.1970802973106203,1.007315516621566,0.18976478068905434,,74.30248173322829,2.0204039800153604,1.4732250400849856,1,2020,
74.75077819824219,77.93150399168975,74.4561316996704,77.50885574859744,199588400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,49.36883067116268,0.9689008873175737,0.9996325907607675,-0.03073170344319376,,74.32006198675825,1.9155866360732605,1.665746045590544,1,2020,
74.54550170898438,75.7120077933663,72.99015534954077,73.492499808615,173788400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,42.98745042356822,0.7627109072703604,0.9522482540626861,-0.1895373467923257,,74.32890276017888,1.731635373809449,1.7438917655272672,2,2020,
77.00651550292969,77.197313069489,75.74581580955447,76.15155637582674,136616400,39.93465,1.49814,6.58,408624988160,99280003072,4.115884120830016,54.73971935243241,0.7887943776076867,0.9195574787716863,-0.13076310116399958,,74.43390718146323,1.583180435341733,1.8401518714060268,2,2020,
