Date,Price,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,PE_Ratio,ROE,EPS,Revenue,NetIncome,Revenue_to_NetIncome,RSI,MACD,MACD_Signal,MACD_Hist,SMA_50,EMA_50,StdDev_20,ATR_14,Month,Year,Upcoming_Earnings
2020-01-02,72.53852081298828,72.59889913772518,71.29231130597061,71.5458973217052,135480400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.0,0.0,0.0,,72.53852081298828,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-03,71.83330535888672,72.594070846621,71.6086997390569,71.76568192376371,146322800,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,-0.05625650346109978,-0.011251300692219957,-0.04500520276887983,,72.5108653049843,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-06,72.40567016601562,72.4443131708714,70.70300468370534,70.95418053006813,118387200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,-0.05403228077832978,-0.019807496709441923,-0.034224784068887855,,72.50674000541692,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-07,72.0651626586914,72.67135607636844,71.84538465436648,72.41535254834196,108872000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,-0.07883689571906416,-0.03161337651136637,-0.04722351920769779,,72.4894232467218,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-08,73.22439575195312,73.5262872851597,71.76807129058055,71.76807129058055,132079200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,-0.004897849891435158,-0.02627027118738013,0.021372421295944972,,72.51824569790735,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-09,74.77974700927734,74.97295465655091,73.95135835025293,74.20252681762871,170108400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.17716102249387689,0.014415987548871271,0.1627450349450056,,72.60693202384343,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-10,74.94882202148438,75.51396965111952,74.44647758118805,75.01403533204297,140644800,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.33126827650464463,0.07778644534002595,0.2534818311646187,,72.69877084728033,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-13,76.55006408691406,76.57663438619578,75.14687220956256,75.265218754796,121532000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.5759668508037237,0.17742252643276551,0.39854432437095816,,72.84980195471695,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-14,75.51637268066406,76.69737618985954,75.39320591637785,76.48726080979424,161954400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.678658819903518,0.27766978512691604,0.4009890347766019,,72.95437335573449,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-15,75.19275665283203,76.19745295500711,74.76044574351113,75.31593080536074,121923600,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.7255659636172993,0.3672490208249927,0.3583169427923066,,73.04215309287557,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-16,76.13465118408203,76.24575261001203,75.37388575466262,75.73615570871007,108829200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.8291849024828792,0.45963619715657006,0.3695487053263092,,73.16342752782484,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,0.9681567416588308,0.5613403060570222,0.4068164356018086,,73.31300022999271,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-21,76.45585632324219,77.04755940221253,76.31819199284013,76.60559336877427,110843200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,1.024389578498102,0.6539501605452382,0.37043941795286384,,73.43624948855151,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-22,76.72877502441406,77.28183515069573,76.63458130371416,76.94130052804331,101832400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,,1.0785439814884512,0.7388689247338809,0.3396750567545703,,73.5653681370167,,,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-23,77.09830474853516,77.17800090627688,76.23368287998045,76.78192286864785,104472000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,71.90267335310337,1.1381596999265895,0.8187270797724227,0.31943262015416685,,73.70391467080175,,1.2108446697692952,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-24,76.87610626220703,78.08850050621476,76.68530867082355,77.34464270460084,146537600,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,75.40152369942908,1.154171455349939,0.885815954887926,0.26835550046201295,,73.82831434105294,,1.2406890074712322,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-27,74.61553192138672,75.29659377968004,73.63257108817264,74.88360812840847,161940000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,59.51346660789676,0.9732326102703013,0.9032992859644011,0.06993332430590016,,73.8591856187131,,1.3479909136761137,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-28,76.7263412475586,76.89781358300051,75.3980184372133,75.49703974934148,162234000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,67.41235255289969,0.9887640868937524,0.9203922461502715,0.0683718407434809,,73.9716230943541,,1.4520130736483878,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-29,78.33240509033203,79.18011893979981,77.61752794800897,78.35897537992071,216229200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,68.46510473406235,1.117783708892432,0.9598705386987036,0.1579131701937284,,74.1426341530199,,1.5016960520528215,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-30,78.21891784667969,78.27205107194843,76.98237082631806,77.4146817332591,126743200,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,63.87920221043057,1.1970760689830229,1.0073116447555674,0.18976442422745543,,74.30248841551636,2.0204025843376847,1.4732300062968346,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-01-31,74.75077056884766,77.9314960376563,74.45612410034879,77.50884783770134,199588400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,49.36880973257024,0.9688964990960756,0.9996286156236691,-0.030732116527593556,,74.32006810780386,1.9155865215975338,1.6657515546110793,1,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-02-03,74.54547882080078,75.71198454702287,72.99013293890515,73.49247724374133,173788400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,42.987419016826784,0.7627052265587366,0.9522439378106826,-0.189538711251946,,74.32890774360767,1.7316377988945288,1.7438972148543874,2,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-02-04,77.00652313232422,77.19732071778674,75.74582331404561,76.15156392051648,136616400,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,54.739624813574,0.7887901834494926,0.9195531869384447,-0.1307630034889521,,74.43391226865538,1.5831829224673675,1.8401594736761209,2,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-02-05,77.63443756103516,78.4338458330259,77.03065443292134,78.13436438960977,118826800,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,57.618620480166676,0.850328093463915,0.9057081682435388,-0.05538007477962381,,74.55942306443498,1.35866739343418,1.8394677229050995,2,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-02-06,78.54254150390625,78.54495899553537,77.34705504130429,77.90495019793212,105425600,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,57.529062347173685,0.96129254725453,0.9168250440457371,0.04446750320879289,,74.71562378755151,1.2812301319505135,1.8498182941230337,2,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
2020-02-07,77.47493743896484,78.29076771071938,76.9835021703116,78.04141892687844,117684000,36.242626,1.7142199,7.46,416161005568,112010002432,3.7153914519432907,51.53374925895604,0.9521106121691787,0.9238821576704255,0.02822845449875322,,74.8238321660383,1.2451110927982838,1.8966598664556389,2,2020,"2026-01-29, 2025-10-30, 2025-07-31, 2025-05-01, 2025-01-30"
