Price,Close,High,Low,Open,Volume,PE_Ratio,ROE,EPS,Revenue,NetIncome,Revenue_to_NetIncome,RSI,MACD,MACD_Signal,MACD_Hist,SMA_50,EMA_50,StdDev_20,ATR_14,Month,Year,Upcoming_Earnings
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,28.68400001525879,28.713333129882812,28.11400032043457,28.299999237060547,142981500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.0,0.0,0.0,,28.68400001525879,,,1,2020,
2020-01-03,29.534000396728516,30.266666412353516,29.128000259399414,29.366666793823242,266677500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.06780629823690276,0.013561259647380553,0.05424503858952221,,28.71733336355172,,,1,2020,
2020-01-06,30.1026668548584,30.104000091552734,29.333332061767578,29.364667892456055,151995000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.16552187558686526,0.0439533828352775,0.12156849275158776,,28.771660167132374,,,1,2020,
2020-01-07,31.270666122436523,31.441999435424805,30.224000930786133,30.760000228881836,268231500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.33336710567541417,0.10183612740330483,0.23153097827210933,,28.869660400673713,,,1,2020,
2020-01-08,32.80933380126953,33.232666015625,31.215333938598633,31.579999923706055,467164500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.5838134443049654,0.19823159078363695,0.38558185352132845,,29.02415739677551,,,1,2020,
2020-01-09,32.089332580566406,33.253334045410156,31.524667739868164,33.13999938964844,426606000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.7159429462030289,0.30177386186751537,0.4141690843355135,,29.14436034515947,,,1,2020,
2020-01-10,31.876667022705078,32.3293342590332,31.579999923706055,32.11933135986328,194392500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,0.7943395434025646,0.40028699817452523,0.3940525452280394,,29.251509626631847,,,1,2020,
2020-01-13,34.990665435791016,35.04199981689453,32.79999923706055,32.900001525878906,397764000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.0951192061452097,0.5392534397686621,0.5558657663765476,,29.476574560324366,,,1,2020,
2020-01-14,35.861331939697266,36.49399948120117,34.99333190917969,36.284000396728516,434943000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.3877476749173496,0.7089522867983997,0.6787953881189499,,29.726957202652716,,,1,2020,
2020-01-15,34.56666564941406,35.85599899291992,34.452667236328125,35.31733322143555,260532000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.4979219828510821,0.8667462260089362,0.6311757568421459,,29.916749690761005,,,1,2020,
2020-01-16,34.232666015625,34.297332763671875,32.81133270263672,32.91666793823242,326050500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.540526703660987,1.0015023215393464,0.5390243821216407,,30.086001311343907,,,1,2020,
2020-01-17,34.03333282470703,34.37799835205078,33.54399871826172,33.840667724609375,204436500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.5404493875993914,1.1092917347513556,0.43115765284803587,,30.240798625593442,,,1,2020,
2020-01-21,36.47999954223633,36.571998596191406,35.227333068847656,35.349998474121094,267052500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.7180095261278296,1.2310352930266504,0.48697423310117927,,30.485473171344143,,,1,2020,
2020-01-22,37.97066879272461,39.633331298828125,37.27333450317383,38.125999450683594,470535000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,,1.9564589250009945,1.3761200194215193,0.5803389055794752,,30.779010254535535,,,1,2020,
2020-01-23,38.14666748046875,38.79999923706055,37.040000915527344,37.616668701171875,294765000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,81.57590742586716,2.1350222077558527,1.527900457088386,0.6071217506674667,,31.06793798888586,,1.7361899784633092,1,2020,
2020-01-24,37.654666900634766,38.25733184814453,36.95066833496094,38.04199981689453,215304000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,77.76106525672918,2.211343568699469,1.6645890794106029,0.5467544892888663,,31.326241083464247,,1.716475486755371,1,2020,
2020-01-27,37.201332092285156,37.62933349609375,35.95199966430664,36.132667541503906,204121500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,74.46016039656304,2.2097755497561806,1.7736263734797184,0.4361491762764622,,31.55663680930036,,1.7830468586512975,1,2020,
2020-01-28,37.793331146240234,38.45399856567383,37.2053337097168,37.89933395385742,176827500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,73.40445146232867,2.230589413295533,1.8650189814428815,0.3655704318526516,,31.801213057807807,,1.7768564224243164,1,2020,
2020-01-29,38.732666015625,39.31999969482422,37.82866668701172,38.37933349609375,267022500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,72.20916202344657,2.2964094450987105,1.9512970741740474,0.34511237092466307,,32.07303474242809,,1.7418090275355749,1,2020,
2020-01-30,42.72066879272461,43.391998291015625,41.20000076293945,42.16133117675781,435085500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,82.01566238901404,2.6399392135439186,2.0890255020480217,0.5509137114958969,,32.490589018910306,3.603846361898362,1.9511423110961914,1,2020,
2020-01-31,43.371334075927734,43.53333282470703,42.167999267578125,42.66666793823242,235789500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,83.72583878705719,2.9309066135380633,2.25740172434603,0.6735048891920332,,32.91728490349922,3.7762372229750647,1.9951422555106026,1,2020,
2020-02-03,52.0,52.409332275390625,44.90133285522461,44.91266632080078,705975000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,87.70467252987144,3.8137985064675846,2.5686810807703413,1.2451174256972433,,33.66562667198945,5.0216797054657185,2.414618355887277,2,2020,
2020-02-04,59.137332916259766,64.59933471679688,55.59199905395508,58.86399841308594,914082000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,90.37794033370876,5.03142072351892,3.061229009320057,1.970191714198863,,34.664517112941226,6.871617421914379,3.2071898324148997,2,2020,
2020-02-05,48.97999954223633,56.39866638183594,46.94066619873047,54.88399887084961,726357000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,69.12326519374207,5.117788507913183,3.4725409090386825,1.6452475988745001,,35.22590858075672,7.076846862844971,3.9777614048549106,2,2020,
2020-02-06,49.930667877197266,53.05533218383789,45.79999923706055,46.66133117675781,598212000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.49240182972382,5.2029699895532815,3.8186267251416024,1.384343264411679,,35.80256580806812,7.315955958912051,4.370618547712054,2,2020,
2020-02-07,49.871334075927734,51.31666564941406,48.66666793823242,48.70333480834961,255952500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.75100702813022,5.205681331596779,4.096037646432638,1.1096436851641407,,36.35428221072928,7.398296429525521,4.500332696097238,2,2020,
2020-02-10,51.41866683959961,54.66600036621094,50.15999984741211,53.33333206176758,370338000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.04508308912217,5.271915551307288,4.331213227407568,0.9407023238997194,,36.94504239225361,7.451146935866953,4.661475590297154,2,2020,
2020-02-11,51.62533187866211,52.23400115966797,50.53333282470703,51.25266647338867,175462500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,68.97605409563943,5.280215748768569,4.521013731679769,0.7592020170887999,,37.52074001917159,7.58361748720966,4.557713917323521,2,2020,
2020-02-12,51.15266799926758,52.650001525878906,50.891334533691406,51.858001708984375,180337500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,67.9267828826774,5.188839972938744,4.654578979931564,0.5342609930071802,,38.05532543015575,7.640528959353126,4.557618822370257,2,2020,
2020-02-13,53.599998474121094,54.53333282470703,49.0,49.45600128173828,394339500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.85411316113579,5.2533458277847345,4.774332349502198,0.4790134782825364,,38.664920451487724,7.6740849745756,4.859523773193359,2,2020,
2020-02-14,53.33533477783203,54.198001861572266,52.366668701171875,52.4813346862793,235405500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,71.20551758439225,5.222904640535198,4.864046807708799,0.3588578328263994,,39.24023081722672,7.542436456278034,4.8687141963413785,2,2020,
2020-02-18,57.22666549682617,57.33333206176758,55.490665435791016,56.106666564941406,245725500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,73.50352206898715,5.449953971236262,4.981228240414292,0.4687257308219701,,39.94558119681885,7.508756801545864,5.064809254237583,2,2020,
2020-02-19,61.16133117675781,62.98533248901367,60.06800079345703,61.56666564941406,381345000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,75.29359209842076,5.879610350426958,5.160904662416825,0.7187056880101332,,40.77757139211057,7.811654664181089,5.367094857352121,2,2020,
2020-02-20,59.96066665649414,60.79999923706055,57.3293342590332,60.79666519165039,264523500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.74642780545992,6.0534521062912034,5.339414151191701,0.7140379550995029,,41.52984963777268,7.924095992141457,5.307999474661691,2,2020,
2020-02-21,60.06666564941406,60.87066650390625,58.6966667175293,60.46533203125,214722000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,70.35785151960769,6.129123463098217,5.497356013573004,0.6317674495252135,,42.25678359901352,7.8960393053454165,5.365761348179409,2,2020,
2020-02-24,55.58599853515625,57.56666564941406,54.813331604003906,55.93333435058594,227883000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,54.86479157502522,5.761130443355526,5.550110899529509,0.2110195438260174,,42.7794979102348,7.443848024581124,5.095428194318499,2,2020,
2020-02-25,53.32733154296875,57.106666564941406,52.46666717529297,56.599998474121094,259357500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,40.91562319534544,5.226984352233266,5.485485590070261,-0.2585012378369944,,43.19313844485182,6.7398534271953405,4.526904242379325,2,2020,
2020-02-26,51.91999816894531,54.22066879272461,51.740665435791016,52.16666793823242,211282500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,56.328569995091215,4.636661141577399,5.315720700371688,-0.6790595587942896,,43.53536823795353,5.911641144364636,3.8328568594796315,2,2020,
2020-02-27,45.266666412353516,49.31800079345703,44.599998474121094,48.66666793823242,364158000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,41.93934174015914,3.590567646759041,4.9706900896491595,-1.3801224428901184,,43.60326228400843,5.270748663973347,3.837475912911551,2,2020,
2020-02-28,44.53266525268555,46.03466796875,40.768001556396484,41.97999954223633,363343500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,40.983597685616125,2.6715077774348615,4.5108536272063,-1.8393458497714388,,43.639709459250675,5.105278109268428,4.024380820138114,2,2020,
2020-03-02,49.574668884277344,49.5793342590332,45.77799987792969,47.41733169555664,302925000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,47.214503507736524,2.323213209089225,4.073325543582885,-1.75011233449366,,43.872452966114466,4.681213373850071,4.042381014142718,3,2020,
2020-03-03,49.70066833496094,53.798667907714844,47.740665435791016,53.66666793823242,386760000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,47.08554952120638,2.033908723299291,3.6654421795261665,-1.6315334562268755,,44.10101043155942,4.734574384771363,4.3536191667829245,3,2020,
2020-03-04,49.96666717529297,51.10133361816406,48.31533432006836,50.930667877197266,225735000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,48.19276926344636,1.8052864983530483,3.293411043291543,-1.4881245449384948,,44.33103618621564,4.535412031297059,4.427000045776367,3,2020,
2020-03-05,48.30266571044922,49.71666717529297,47.871334075927734,48.2513313293457,162790500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,41.73049639984107,1.4728525984406389,2.9292993543213623,-1.4564467558807235,,44.48678636363657,4.564807639498903,4.181428636823382,3,2020,
2020-03-06,46.89866638183594,47.133331298828125,45.61800003051758,46.0,189943500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,40.29706384130772,1.0836140968143013,2.5601623028199505,-1.4765482060056492,,44.58136989376204,4.698688558574411,4.2423809596470425,3,2020,
2020-03-09,40.53333282470703,44.20000076293945,40.33333206176758,40.35933303833008,256105500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,26.58237358526148,0.25853038190230393,2.0998359186364213,-1.8413055367341173,,44.42262334203439,5.361982385253858,4.425762176513672,3,2020,
2020-03-10,43.02199935913086,44.53333282470703,40.53333282470703,43.96200180053711,233916000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,23.477924080348032,-0.19232283793969884,1.6414041673211974,-1.8337270052608963,,44.367696911332295,5.707524119131934,4.300143105643136,3,2020,
2020-03-11,42.28200149536133,43.571998596191406,40.866668701171875,42.68000030517578,199837500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,23.798516230216123,-0.6023948729549033,1.1926443592659774,-1.7950392322208808,,44.2859049342354,6.054595685215998,4.21966688973563,3,2020,
2020-03-12,37.369998931884766,39.633331298828125,36.41666793823242,38.72600173950195,283636500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,20.55593303545139,-1.3086521433671692,0.6923850587393482,-2.0010372021065175,,44.01469293414322,6.763677919515419,4.483333587646484,3,2020,
2020-03-13,36.44133377075195,40.50466537475586,33.46666717529297,39.66666793823242,339604500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,22.642663838187076,-1.9211557482150994,0.16967689734845867,-2.090832645563558,43.88627979278564,43.717698457147485,7.368465300779093,4.610809598650251,3,2020,
2020-03-16,29.67133331298828,32.9913330078125,29.47800064086914,31.299999237060547,307342500,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,20.056710559632904,-2.9192009936786434,-0.44809868085696175,-2.4711023128216816,43.906026458740236,43.16686060835693,8.502994922999337,4.776762008666992,3,2020,
2020-03-17,28.68000030517578,31.456666946411133,26.399999618530273,29.333999633789062,359919000,312.7123,0.06791,1.46,95632998400,5079000064,18.829099664291714,20.270181903430284,-3.74695872230118,-1.1078706891458054,-2.6390880331553745,43.88894645690918,42.59874843960473,9.259783882470217,4.960809435163226,3,2020,
